（光緒）新修潼川府志30卷,新修潼川府志卷二十,代裴炎爲侍中辨炎不反后怒左遷普州剌史 劉
（光緒）新修潼川府志30卷,新修潼川府志卷二十,蘭池胡康待賓據長泉反陷六州詔郭知運與晙討
（光緒）新修潼川府志30卷,新修潼川府志卷二十,其名假常山太守祿山反攻常山城陷被執詈不絶
（光緒）新修潼川府志30卷,新修潼川府志卷二十,劍南西山兵馬使崔旰反寇成都節度使郭英又奔
（光緒）新修潼川府志30卷,新修潼川府志卷二十,武城都知兵馬使劉闢反宰相杜黃裳薦其才詔左
（光緒）新修潼川府志30卷,新修潼川府志卷二十,史韓秀昇亂峽中韓求反蜀州諸將不能定敬瑄召
（光緒）新修潼川府志30卷,新修潼川府志卷二十,雄謼於眾曰天子所討反者耳吾等何與乃與張士
（光緒）新修潼川府志30卷,新修潼川府志卷二十,景進詐爲變書告友謙反莊宗殺友謙詔魏王繼岌
（光緒）新修潼川府志30卷,新修潼川府志卷二十,梓州榷鹽院判官李順反成都攻陷州縣濤嘗畫守
（光緒）新修潼川府志30卷,新修潼川府志卷二十,關路又徙真定路王則據貝州反元赴城下攻戰被
（光緒）新修潼川府志30卷,新修潼川府志卷二十,偕 宋史本傳蔣偕字齊賢華州鄭縣人儂智高反
（光緒）新修潼川府志30卷,新修潼川府志卷二十,緣宣撫司檄反其田上論弗與猶欲爲盜地侯具本
（光緒）新修潼川府志30卷,新修潼川府志卷二十,爲散去長官得免死顧反以是忌之先生即引去其
（光緒）新修潼川府志30卷,新修潼川府志卷二十,還徙鎮武信東川董璋反攻遂州魯奇閉城拒之旬
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,祿霍禹未必懷反叛之心孝宣不好爲殺臣之君直
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,涫令縣近邊塞值胡虜反化率吏民積穀堅守虜斷
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,州刺史皇甫晏誣表晏反毅白濬曰皇甫侯起自諸
（光緒）新修潼川府志30卷,新修潼川府志卷二十五,無益之地而當行之事反眼前蹉過矣楊不覺悔悟
（光緒）新修潼川府志30卷,新修潼川府志卷二十六,年西川兵馬使徐知道反因入梓州冬復歸成都迎
（光緒）新修潼川府志30卷,新修潼川府志卷二十六,入蜀非避朱泚亂泚之反在德宗建中去會昌六十
（光緒）新修潼川府志30卷,新修潼川府志卷二十八,四月梓州刺史段子璋反襲東川節度使李奂於綿
（光緒）新修潼川府志30卷,新修潼川府志卷二十八,界爾等率眾圍城欲謀反乎獨不畏王法耶言未畢
（光緒）新修潼川府志30卷,新修潼川府志卷二十八,華州刺史不時供須乍反故山履兹春序緬懷高尚
（光緒）新修潼川府志30卷,新修潼川府志卷二十八,安道上得遺金俟其主反之後歸廣福井水涸跏趺
（光緒）新修潼川府志30卷,新修潼川府志卷二十九,事獨不載豈同時之人反畧耶其爲普慈崇龕人益
（光緒）新修潼川府志30卷,新修潼川府志卷二十九,延熙十一年大姓徐巨反芝以車騎將軍討平之而
（光緒）新修潼川府志30卷,新修潼川府志卷二十九,賢注鐔徒南反蜀漢有太守鐔承亦郪人今人又讀
（光緒）新修潼川府志30卷,新修潼川府志卷二十九,篇云云是佚其一卷而反多一篇與蕤序六十三篇
（光緒）新修潼川府志30卷,新修潼川府志卷三十,禮五霸不同法非其相反蓋以救弊也是以國容一
（光緒）新修潼川府志30卷,新修潼川府志卷三十,賖雖塗逭如韓遂之書反覆若葛洪之紙終無髣髴
（光緒）新修潼川府志30卷,新修潼川府志卷三十,禁制伏以先皇帝鑾輿反正鳳輦初安爰置酒以論
（光緒）新修潼川府志30卷,新修潼川府志卷三十,試得集賢校理自元昊反兵出無功而天下殆於久
（光緒）新修潼川府志30卷,新修潼川府志卷三十,去之謂爲有力兮胡不反予之歸豈彼能兮此不爲
（光緒）新修潼川府志30卷,新修潼川府志卷三十,齒少於予而予學古文反在其後天聖之間予舉進
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,軍封成都督侯夷遂大反破没郡縣攻圍州城中原
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,連受命飭還裝頃之復反益州刺史鄧元起圍季連
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,人終不肯至又不肯勸反是則天下之賢集矣議者
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,勇者徇死怯者所不從此趣向之反也賢人未嘗不
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,不時出湛進啟曰逆竪反道亂常將圖不軌宗社危
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,山南西道節度使朱泚反遣腹心穆廷光等遺帛書
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,大將張用誠以兵五千扞衞用誠至盩厔有反計帝
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,妻子在梁州今棄之而反何所利耶大夫取用誠爾
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,亂之世異何災變之作反過之耶且妖祥之興神實
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,不虞三疏不報俄元昊反又上邊城要畧二十卷遷
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,五品服更名康國高宗反正以張浚宣撫川陜浚辟
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,寛嚴調濟讞獄周詳必反覆無可出處而後入之民
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,西僉事儲備賑荒有惠政厯升福建按察使平反冤
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,巡撫延綏安化王寘鐇反傳檄四方用討劉瑾爲名
（光緒）新修潼川府志30卷,新修潼川府志卷二十一,遷福建左布政使宸濠反急募兵二萬討之至則賊
